id_1,id_2
24655,18701
24655,25477
24655,36747
24655,15806
24655,27268
24655,4193
24655,418
24655,13581
24655,25967
24655,36648
24655,1070
24655,19222
24655,4011
24655,17152
24655,12929
24655,33303
24655,1109
24655,15407
24655,33856
24655,36914
35,23589
35,35773
35,15270
35,17013
35,3922
35,25652
35,11279
35,3153
35,18274
35,31890
35,5300
35,8635
35,308
35,19540
35,25218
35,15074
35,21142
35,6506
35,29982
35,20363
35,18638
35,31126
35,7562
35,34766
35,33813
35,30543
35,16599
36,35523
36,35773
36,16282
36,37049
36,18638
36,27363
36,11279
36,3153
36,16119
36,26293
36,20880
36,24953
36,8635
36,24343
36,28814
36,23690
36,32459
36,35616
36,20363
36,7740
36,9051
36,34840
36,27367
6073,11635
6073,896
6073,32126
6073,4382
6073,11079
6073,8784
6073,22104
6073,24654
6073,27966
38,717
38,23060
38,253
38,22452
38,1766
38,36746
38,14701
38,25314
38,10281
38,23783
38,8409
38,18028
38,1524
38,9804
38,34992
38,11439
38,34536
38,3491
38,26644
38,9677
38,31518
38,1396
38,32139
38,29886
38,26196
38,11175
38,13632
38,13189
38,32309
38,23838
38,35008
38,5823
38,20191
38,24921
38,29052
38,6301
38,21943
38,3922
38,10595
38,18403
38,18204
38,29218
38,20773
38,36099
38,19744
38,13638
38,10001
38,11041
38,27867
38,25774
38,30002
38,21358
38,3252
38,29387
38,24541
38,8646
38,35388
38,18725
38,37463
38,12506
38,18876
38,22950
38,28930
38,14483
38,5323
38,10320
38,16958
38,30010
38,35371
38,29421
38,16798
38,29557
38,21957
38,32180
38,17230
38,8416
38,31890
38,36628
38,24347
38,12265
38,24033
38,29961
38,13629
38,28322
38,16127
38,22491
38,22024
38,393
38,31756
38,11010
38,30046
38,16321
38,6645
38,29082
38,32821
38,15295
38,5487
38,22642
38,20236
38,8921
38,1264
38,17133
38,25249
38,19459
38,814
38,22415
38,8831
38,14131
38,34426
38,17139
38,22292
38,5506
38,30384
38,11271
38,23711
38,31346
38,33988
38,12393
38,11991
38,24965
38,8360
38,27803
38,1003
38,34563
38,28487
38,22899
38,20836
40,14266
40,31917
40,31890
40,6134
40,3712
41,15936
41,12648
41,22395
41,30403
41,20610
41,15278
41,2300
42,3546
42,23589
42,34953
42,28343
42,5143
42,31731
42,22321
42,6843
42,11051
42,31890
42,26410
42,33643
42,5338
42,5629
42,22267
42,27962
42,14558
42,31695
42,33471
42,37193
42,37578
42,6645
42,540
42,13263
42,30596
42,2297
42,73
42,34447
42,36608
42,7006
42,16350
42,14502
42,6250
42,35523
42,18233
42,11119
42,9349
42,10830
42,37294
42,6185
42,27718
42,7516
42,4210
42,3678
42,1356
42,8172
42,14814
42,20854
42,27370
42,8608
42,35773
42,15684
42,7178
42,13656
42,20436
44,8721
44,29421
45,12703
45,30789
45,31090
24499,9946
24499,34654
24499,9947
24499,25424
24499,12731
24499,31659
24499,18509
24499,24257
24499,15623
24499,9955
24499,27751
24499,18810
24499,18318
24499,25434
24499,3483
24499,9731
24499,33410
24499,592
24499,4292
24499,6641
24499,13177
24499,26639
24499,11124
24499,25739
24499,6854
24499,19222
24499,26644
24499,18100
24499,35472
24499,36163
24499,16496
24499,22836
24499,25307
24499,25454
24499,29360
24499,20478
24499,6005
24499,25887
24499,28591
24499,3789
24499,11617
24499,33324
24499,36621
24499,29052
24499,4451
24499,6301
24499,29055
24499,4819
24499,13439
24499,36971
24499,25128
24499,26979
24499,17066
24499,23264
24499,16797
24499,13638
24499,13354
24499,16959
24499,3374
24499,12876
24499,2804
24499,29536
24499,33602
24499,11927
24499,26839
24499,2078
24499,10154
24499,24744
24499,14400
24499,11010
24499,35806
24499,35773
24499,8177
24499,22669
24499,31217
24499,21787
24499,35089
24499,34564
24499,36659
24499,14108
24499,7027
24499,15066
24499,30948
24499,25477
24499,8753
24499,10025
24499,2816
24499,15940
24499,29243
24499,25061
24499,12003
24499,26538
24499,2252
24499,24939
24499,21101
24499,6631
24499,10487
24499,17917
24499,31890
24499,35872
24499,30199
24499,10157
24499,10347
24499,1103
24499,20303
24499,27803
24499,9051
24499,1696
24499,17419
24499,10574
24499,12542
24499,35890
24499,34774
24499,4712
24499,32710
24499,28130
24499,33012
24499,30979
24499,34620
24499,15313
24499,10956
24499,22459
24499,11279
24499,27196
24499,23690
24499,33366
24499,981
24499,15555
24499,37161
24499,19041
24499,9919
24499,35258
24499,18482
24499,5300
24499,19089
24499,848
24499,21404
24499,12986
24499,5892
24499,27655
24499,32060
24499,33988
24499,4262
24499,368
24499,3712
24499,35468
24499,23209
24499,23767
24499,11573
24499,24935
24499,9008
24499,6827
24499,32415
24499,73
24499,12630
1193,28234
1193,4036
1193,10001
48,35665
48,10595
49,5552
49,26597
49,10269
49,7121
49,33671
50,19222
50,24181
51,34304
51,25741
51,27985
51,18163
51,33950
52,20594
52,25427
52,5496
52,1212
52,22321
52,24661
52,30877
52,25285
52,33671
52,23684
52,29215
52,5845
52,591
52,1132
52,6094
52,5636
52,4013
52,7435
52,2742
52,34429
52,11991
52,8570
52,823
52,24668
52,27803
52,30670
52,30074
52,21607
52,3210
52,18037
52,13112
53,28957
53,21375
22212,6138
54,36103
55,29827
55,5568
55,11051
57,3255
58,14312
58,31890
58,28964
58,18727
58,5218
58,34638
58,23908
59,13761
60,37077
61,6631
61,974
61,18406
61,33643
61,30199
61,73
61,8357
61,35773
61,25146
61,11051
61,35008
61,1095
61,10403
61,23664
61,33128
61,772
61,18233
61,32030
61,31890
61,32876
61,33799
62,30717
63,36607
29946,33671
64,13486
65,30733
65,31890
65,10001
66,13448
66,31890
66,30773
66,21831
67,11497
67,7104
67,29440
67,36652
67,6301
67,14023
67,26706
67,26679
67,3329
67,29889
67,19114
67,19253
67,36628
67,29023
67,10001
67,27037
67,10528
67,29997
67,19222
67,27470
67,31695
67,10574
67,17723
67,27803
67,32753
67,35076
67,12575
68,30030
68,21358
68,4459
68,30297
70,34161
71,20812
71,11244
71,24207
72,18731
72,32161
72,11573
72,11055
72,1353
72,1618
6078,2819
6078,14766
6078,24350
74,31838
74,5880
74,15745
74,23139
74,29645
74,36652
75,10247
75,36652
75,19222
75,7211
75,21029
75,2243
75,1089
75,17854
75,31923
75,10080
75,18790
75,26118
75,16701
75,36828
75,4757
75,9766
75,5754
75,14466
6079,33029
6079,23589
6079,18430
6079,5629
6079,4847
6079,32409
6079,18945
6079,22715
6079,32876
77,3115
79,33601
82,15338
82,33385
83,26110
83,33671
83,25858
83,5629
83,8828
83,5858
83,2489
84,19253
84,12699
85,11081
85,1295
85,36648
85,33128
85,35708
18373,28603
18373,33029
87,28367
87,5361
87,26585
87,22434
87,27855
87,15820
87,32227
87,15870
87,13638
87,36628
87,16583
87,22881
87,23348
87,19222
87,31170
87,15817
87,34602
87,27803
87,24459
87,13729
87,25704
87,6558
87,26434
87,25477
89,27323
89,27803
89,29563
89,33824
89,35008
90,21351
90,24444
90,15808
90,13411
90,13893
91,5953
91,23110
92,16241
92,26156
92,3177
92,12092
92,5615
92,16854
92,36126
92,16754
92,1955
92,5197
92,6981
92,7827
92,25210
92,19841
92,20173
92,13574
92,26339
92,31515
92,9921
92,7839
92,19222
92,13872
92,7123
92,12115
92,25579
92,37573
92,34032
92,31248
92,4598
92,29439
92,1337
92,13418
92,15313
92,12484
92,12699
92,26666
92,28303
92,9818
92,35579
92,10601
92,21912
92,25256
92,13576
92,21993
92,22881
92,37438
92,18699
92,34217
92,36248
92,26532
92,24568
92,27803
92,12085
92,22449
92,141
93,31102
30931,23271
30931,11591
30931,4333
30931,1139
30931,34042
30931,19400
30931,36310
30931,8508
30931,27101
30931,6149
30931,3190
30931,13506
30931,19728
95,29645
6081,9355
97,1483
97,27803
97,13638
97,22881
97,37087
97,28885
97,18835
97,36628
97,22321
98,30594
98,1686
98,27373
98,26054
98,21090
98,8668
98,31814
98,22606
98,23845
98,15191
98,28544
98,3218
98,16938
98,30002
98,709
98,17446
98,2078
98,3712
98,393
98,27803
98,17197
98,33684
98,33546
99,36916
99,11442
99,7995
99,37085
99,5629
99,32812
99,10060
99,29115
99,23261
99,31324
99,2755
99,34603
99,8507
99,16033
99,32639
99,23100
99,14459
99,23519
99,338
6082,2270
6082,28436
6082,14815
101,29255
101,32525
101,35212
101,6114
101,6479
101,22642
101,33708
101,30717
101,13169
101,11206
101,10711
101,23228
101,31174
101,27777
101,36681
101,34423
101,16905
101,8912
101,1891
101,21537
101,17652
101,18029
101,910
101,13332
101,2270
101,6295
101,36620
101,2273
101,7222
101,13743
101,19534
101,13761
101,28451
101,27860
101,9552
101,32421
101,7156
101,33910
101,14878
101,7183
101,32897
101,19684
101,29620
101,27655
101,1877
101,3542
101,32182
102,10689
102,32124
103,23434
103,27401
103,22125
105,14642
105,9586
105,28427
105,20132
105,21566
105,17580
105,24350
105,12657
105,26265
105,968
105,21732
105,17578
105,11038
106,25367
106,15062
106,27803
106,15191
106,24061
108,16385
108,27593
108,9238
108,33152
108,24409
108,22071
108,33485
108,31729
108,35061
108,1948
108,25507
108,20322
108,5673
108,11710
108,30003
108,24473
108,32572
108,12534
108,27803
108,12978
108,17126
108,23817
108,15541
109,11085
109,16954
109,24905
109,25777
110,5188
110,15143
110,27903
110,14021
110,12505
110,22341
111,27106
111,23471
112,37104
113,2521
113,2348
113,8459
113,25783
113,25401
113,35773
113,11793
35816,974
35816,4128
35816,30199
35816,35773
35816,5647
35816,10844
35816,33410
35816,6628
35816,31328
35816,12442
114,16315
114,32134
114,23932
114,31890
114,5547
114,30101
114,10001
115,5629
115,14352
115,26261
115,20100
115,31631
116,9955
116,27037
116,17395
116,24733
116,12209
116,3665
116,18163
116,2993
116,7195
117,26843
117,9667
118,24504
118,27669
118,36101
118,12102
118,31890
118,19765
119,20731
119,34316
119,21300
119,4275
119,35773
119,10403
119,24133
119,13013
119,30417
119,4030
119,31509
119,9051
119,16119
119,7195
119,22618
119,25398
119,1085
119,36940
119,4430
119,19222
119,7979
119,22442
119,29199
119,12570
119,6571
119,10438
119,32346
119,23527
119,28890
119,36173
119,23838
119,25752
119,14227
119,19936
119,8440
119,29319
119,19096
119,10450
119,23478
119,29055
119,28755
119,13056
119,13058
119,20468
119,23112
119,35822
119,2328
119,30757
119,16080
119,13790
119,2806
119,33054
119,6031
119,29075
119,24743
119,18562
119,35008
119,9301
119,14670
119,23283
119,28777
119,13653
119,36819
119,21081
119,14228
119,9023
119,5754
119,34402
119,31170
119,9447
119,35968
119,31880
119,2096
119,7770
119,21547
119,31890
119,31829
119,4793
119,6631
119,36578
119,7339
119,19012
119,4370
119,31764
119,21664
119,33018
119,5080
119,3537
119,19351
119,27029
119,33193
119,10194
119,255
119,19153
119,6599
119,15657
119,2410
119,37042
119,27038
119,12885
119,2718
119,26958
119,5224
119,21406
119,22282
119,32411
119,6945
119,18558
119,26901
119,8518
119,2281
119,5629
119,16578
119,34861
119,27051
119,31115
119,31197
119,5879
119,23050
119,26463
119,22881
119,5366
119,11531
119,34785
119,35601
119,23798
119,18043
119,30483
119,32100
119,27803
119,34399
119,33222
119,31725
119,22875
119,73
120,23589
120,27072
120,9553
120,8225
120,2164
120,29421
120,22321
120,22329
120,20812
120,9455
120,25102
120,937
120,31890
120,3131
120,11018
120,17787
120,26110
120,8946
120,13789
120,36652
120,27803
120,34298
120,5943
120,18035
120,33029
121,36339
121,26699
121,5629
122,17617
122,35486
122,13024
124,6295
124,5629
124,16680
124,5210
124,21425
124,494
124,27803
124,29741
124,31345
124,18163
124,8141
124,6307
125,7037
125,17335
125,7622
125,25291
125,27803
125,10081
125,34536
125,35335
125,17722
125,28288
125,33970
125,27048
125,32649
125,10407
125,5013
125,5300
125,28005
126,35417
126,23733
126,14954
126,35865
126,31354
126,16639
127,22898
127,910
128,10397
129,16475
129,8357
129,8093
129,29589
129,3658
129,4350
129,20024
129,24252
129,34456
129,37161
129,10523
129,27803
129,1619
130,30881
130,31890
130,561
130,15990
130,32165
131,22504
131,7607
131,34355
131,34696
131,26568
131,34935
131,23491
131,31373
131,11227
131,23591
131,19351
131,9992
131,30360
131,19605
131,15074
131,27951
131,22832
131,1316
131,27803
131,14670
131,35762
131,13553
131,1821
131,20860
131,18163
131,15750
131,35008
30936,11129
30936,1853
30936,8245
34227,31126
34227,21142
134,35773
134,21901
134,27803
134,33303
134,4942
134,7394
134,10432
134,4569
134,6421
134,14242
134,25477
134,25907
134,35241
134,9006
134,19656
134,22503
134,36628
134,33029
135,26409
135,30047
135,15861
135,18163
135,31890
135,10403
136,8637
136,23430
136,27424
32362,35088
32362,9166
32362,31247
32362,14063
32362,31064
32362,16392
32362,32600
32362,26105
32362,24735
32362,9040
32362,1811
32362,32206
32362,33848
32362,4001
32362,3160
32362,31785
32362,26223
32362,23617
32362,28465
32362,19752
32362,13995
32362,26570
32362,1808
32362,18682
138,14954
138,6137
26996,1789
139,2237
139,19217
139,27250
139,9428
139,10840
139,30002
139,17084
139,35590
139,23013
139,27040
140,5194
140,16336
140,2683
140,19483
140,8716
140,36584
140,27196
140,6086
140,25725
140,33138
140,28940
140,35734
140,557
140,24040
140,5506
140,23400
140,13028
140,15814
140,6134
140,4855
140,37471
140,9506
140,13983
140,3336
140,30002
140,27803
140,11010
140,29886
140,33995
140,6716
140,3210
140,5907
141,7123
141,18786
141,34992
141,34074
141,12115
141,12699
141,18866
141,6000
141,4674
141,33489
141,9818
141,37471
141,31890
141,9775
141,31248
141,6997
142,1726
142,19300
142,17649
143,3624
143,9051
143,2315
143,12509
143,3658
143,26343
143,2590
145,11244
145,11081
145,22389
145,25249
146,22137
146,23534
146,8880
146,37682
147,31890
147,21851
148,26499
148,19712
148,20548
149,18053
149,9834
150,21411
150,974
150,5231
150,30762
150,11051
150,3027
150,4757
150,5800
150,32098
151,32729
151,22888
152,28970
152,4016
152,35660
153,31890
154,36909
154,35213
154,6954
155,14954
155,37134
156,6631
156,7710
156,32936
156,31917
156,30199
156,26007
156,28957
156,17342
156,3677
156,25844
156,33366
156,5199
156,26734
156,33643
156,15333
156,35008
157,22836
157,35388
157,30468
157,18850
157,35926
157,15394
157,34840
157,31890
157,13910
158,16498
158,5673
159,13421
159,9520
159,9721
159,35829
159,2796
159,1877
159,2614
159,16524
159,7195
159,29023
159,25441
159,19675
159,25143
159,19222
159,19333
159,20049
159,12894
159,30724
159,31219
159,32914
159,35158
159,37578
159,8581
159,6871
159,7890
159,12336
159,22932
159,13833
159,20193
159,28434
159,34046
159,34124
159,19951
159,25477
159,298
159,13638
159,28077
159,33283
159,2601
159,2948
159,15669
159,17677
159,32509
159,2810
159,8931
159,5319
159,24161
159,4948
159,2084
159,28474
159,24718
159,11877
159,34075
159,35211
159,35698
159,23453
159,28944
159,30650
159,21318
159,8903
159,19981
159,27631
159,3416
159,29656
159,16042
159,27803
159,7775
159,24369
159,24431
159,31131
159,28603
159,9042
159,11537
159,13413
159,12407
159,260
159,1686
159,16567
159,12963
159,11394
159,32559
159,15321
159,3293
159,29598
159,31192
159,37522
159,23649
159,22881
159,16021
159,1418
159,11182
159,10179
159,18785
159,18491
159,17010
159,26918
159,232
159,6183
159,16166
159,33678
159,30549
159,31802
159,2729
160,21754
26579,6295
26579,16101
26579,29391
26579,4609
26579,29115
26579,22545
26579,31713
26579,6307
162,29655
162,6957
162,6729
162,37471
162,11288
162,13751
163,26635
163,15520
164,27803
164,11010
164,5751
164,17022
164,33057
164,26240
164,5817
164,18254
165,20380
165,12356
167,14796
167,10001
168,25630
168,7104
168,17850
168,26662
168,29589
168,29421
168,25249
168,16390
168,19619
168,12650
168,21840
168,31890
168,18663
168,30465
168,18263
168,31520
168,31695
168,22389
168,10638
168,9819
168,26881
168,37350
168,29082
168,12681
168,2376
168,24207
168,17600
169,31126
170,32580
35714,20095
35714,35008
172,36771
173,10427
173,13303
173,18163
173,3374
173,14954
174,35773
174,10323
174,27719
174,6886
174,5362
174,4426
174,33469
175,19063
175,7710
175,31917
175,19096
175,73
175,21203
175,15591
175,27824
175,14242
175,24181
175,16119
175,7302
175,33029
175,2328
175,19080
175,30199
175,19222
175,29193
175,35773
175,5231
175,9051
175,3712
175,393
175,27803
175,28961
175,15156
175,5457
175,31630
175,3306
176,31890
176,22110
176,36652
177,27685
177,35681
177,19384
177,893
177,22782
177,23204
178,19927
178,14242
178,1551
178,25477
178,17576
178,33183
178,20581
6094,21802
6094,4021
6094,34114
6094,35773
6094,32753
6094,22321
6094,33401
6094,25258
6094,11732
6094,25285
6094,25286
6094,32707
6094,9964
6094,5402
6094,24993
6094,4297
6094,12903
6094,33206
6094,7979
6094,2472
6094,11320
6094,12613
6094,23555
6094,29715
6094,9553
6094,32322
6094,22353
6094,7435
6094,35466
6094,13063
6094,19253
6094,20506
6094,2078
6094,13365
6094,1212
6094,1070
6094,11349
6094,33463
6094,31141
6094,31089
6094,12085
6094,12794
6094,19508
6094,16275
6094,33216
6094,35307
6094,36289
6094,19426
6094,4468
6094,27302
6094,21946
6094,16253
6094,10030
6094,31890
6094,24939
6094,5772
6094,26415
6094,30403
6094,34429
6094,2309
6094,5479
6094,26007
6094,23664
6094,9407
6094,1681
6094,3143
6094,2129
6094,35311
6094,21432
6094,16095
6094,7360
6094,11991
6094,18624
6094,21441
6094,20610
6094,14003
6094,6528
6094,33736
6094,21411
6094,5367
6094,13379
6094,23050
6094,20024
6094,27803
6094,2152
6094,33069
6094,27022
6094,8329
6094,1295
180,19253
180,27803
180,15748
180,2483
180,36652
181,23853
181,2561
181,7339
181,15241
181,12071
181,5629
181,2683
181,13663
181,21375
181,36628
181,25177
181,23879
181,32415
181,34476
181,18410
181,6907
181,17933
181,12136
181,18866
182,11802
182,14352
182,29696
182,26662
182,32216
182,32191
182,17123
182,8261
182,16859
182,20135
182,30607
182,35905
182,22071
182,1643
182,4879
182,37678
182,12293
182,18745
182,7195
182,36804
182,14045
182,5624
182,2326
182,13421
182,36363
182,25272
182,18211
182,15675
182,28610
182,11536
182,8757
182,29023
182,1427
182,23397
182,6968
182,10620
182,29701
182,10730
182,18949
183,10109
183,21754
183,36652
30946,32908
30946,20058
30946,28153
30946,4184
185,23589
185,2273
185,17202
185,10402
185,6766
185,24334
185,22353
185,31304
185,19631
185,33138
185,32180
185,15191
185,33410
185,19111
185,33799
185,32233
185,31890
185,15074
185,8598
185,5629
185,6900
185,18825
185,27803
185,11242
185,35171
185,36909
185,18163
185,29975
186,27912
186,31278
186,1416
6095,19222
6095,349
188,29574
190,25152
190,8256
190,26506
190,16390
190,28589
190,33112
190,18709
190,19021
190,35688
191,31890
191,8054
192,15429
192,36652
192,9892
192,24060
192,25958
192,22832
192,9051
192,23491
192,28307
192,23664
192,11051
192,35773
192,16119
192,26455
192,14670
192,31783
193,19888
193,3153
193,18266
193,13811
193,33138
193,15270
193,37444
193,13598
193,28288
193,6945
193,31843
193,30836
193,23767
193,12812
193,5294
193,31890
193,23777
193,33029
194,5361
194,30809
194,36628
194,18945
194,31890
194,34385
194,5128
194,11723
194,28001
194,18381
194,11814
194,22881
194,29188
194,30199
194,26078
194,26191
194,22441
194,11081
194,27803
194,25958
194,24561
194,18339
194,20227
194,23838
194,27692
195,2282
195,19962
1163,35794
1163,25509
1163,33671
197,13641
197,34523
197,7105
197,37666
197,7106
197,30981
197,23856
197,19698
197,10595
197,24552
197,4577
197,1409
197,11335
197,8245
197,30935
197,86
197,31890
197,9601
197,4793
197,18263
197,10568
197,11273
197,34198
197,1853
197,23008
197,9359
197,16406
197,37433
197,16268
197,27803
197,23430
197,19852
197,1575
197,19769
197,35773
197,22650
197,6631
197,29275
197,33804
197,29239
198,27517
198,6152
198,14658
198,32197
198,26888
199,27803
199,11242
200,10403
200,24666
200,34207
200,23527
200,8461
200,22881
200,28503
200,30199
201,29979
201,17585
201,35773
201,3438
201,2275
201,19006
201,22699
201,11051
201,11038
201,22782
201,22862
201,11119
201,24350
201,17580
201,22832
201,27043
201,23727
201,36718
201,30544
201,31133
201,26801
201,26516
201,27231
202,14148
202,30494
202,31890
203,14381
203,5490
203,13638
203,25469
203,6301
203,27803
203,19772
203,16496
203,34449
203,10574
203,35890
203,36628
203,33591
204,31890
205,15054
205,9721
205,26110
205,37289
205,28944
205,14954
205,2078
205,31890
205,13413
205,17099
206,13213
206,5673
206,24228
207,23836
207,5629
208,6965
208,14094
208,29526
208,24789
208,33114
208,21508
209,20063
1236,37072
211,23879
212,7825
212,31890
213,34081
213,37289
213,4562
213,36289
213,31890
213,10595
213,16304
213,37682
215,8979
215,19253
215,20957
215,35357
215,27928
215,21397
215,12734
216,9166
216,14242
216,5124
216,12513
216,28595
216,28388
216,32714
217,37206
27273,364
27273,3664
27273,10827
27273,30449
27273,18331
27273,8148
27273,32714
27273,22425
27273,27067
27273,14242
27273,8723
27273,1356
27273,25434
27273,2333
27273,32885
27273,28388
27273,31890
27273,36628
27273,22218
27273,27723
27273,2074
27273,29218
27273,6134
27273,19222
27273,31785
27273,31170
27273,33062
27273,18183
27273,19358
27273,22370
27273,27803
27273,23767
27273,10496
27273,2410
27273,11534
27273,17153
27273,35558
27273,35456
27273,31106
27273,32821
27273,1295
27273,22666
27273,15192
218,6044
218,14319
218,7712
218,27291
218,33128
218,16631
218,14613
218,5617
218,17099
218,6544
218,33293
218,1632
218,588
218,18745
218,24031
218,2579
218,27202
218,19982
218,14249
218,8321
218,20321
218,31039
218,14954
218,36652
218,4972
218,20100
218,27803
218,21501
218,6149
218,2347
218,35773
218,13647
218,26086
218,24677
218,16916
219,15554
219,33216
219,29212
219,25279
219,21881
219,24472
219,17854
219,9635
219,20638
219,5859
219,24125
219,31890
219,33010
219,33837
219,32129
219,15669
219,23008
219,19222
219,852
219,9722
219,28697
219,9051
219,16843
219,30002
219,27803
219,2316
219,12613
219,23903
219,24969
219,27106
219,17617
219,5009
219,9547
219,11051
219,27629
219,26196
220,9721
221,20901
222,26810
222,26786
222,31278
222,11105
223,3143
223,14249
223,27803
223,10688
223,19253
223,13022
223,36652
223,15743
223,16907
27532,13594
27532,19253
27532,13458
27532,8228
27532,15460
27532,8191
27532,15980
27532,31563
27532,23991
27532,13638
27532,35749
27532,3160
27532,22299
27532,19890
27532,19441
27532,33768
27532,36837
27532,8464
27532,22132
27532,18035
27532,30232
27532,20124
224,31126
224,2635
224,32415
224,12034
224,21142
224,29982
224,9051
225,10595
226,27803
226,33671
226,29696
227,20854
227,8330
227,9447
227,30674
227,12209
227,19222
227,16119
227,33338
227,31365
227,13245
228,16631
228,35572
228,10111
228,18489
228,25007
228,10510
228,7097
228,14198
228,36239
228,1573
228,8019
228,4422
228,22932
228,20294
228,32624
228,18163
228,19675
228,26823
228,33856
229,27395
230,24830
230,30956
230,73
230,13998
230,17854
230,27824
230,33128
230,31099
230,9598
230,31890
230,23755
230,6631
230,30199
230,1852
230,35773
230,13365
230,33952
230,11051
230,4756
230,34559
230,7317
230,12300
230,8061
965,363
965,35332
965,33863
965,10739
965,6084
965,16680
965,22642
965,11225
965,25510
965,33247
965,31616
965,32112
965,29560
965,31890
965,28574
965,18486
965,22007
965,15143
965,3491
965,23576
965,8142
965,10497
965,8054
965,34561
965,23706
965,8472
965,35236
232,8582
232,14018
232,33293
232,29772
232,13663
232,19905
232,20555
232,31969
232,30332
232,35253
232,20547
232,2075
232,19253
232,6308
232,37471
232,9678
232,29873
232,27803
232,35599
232,37289
232,28603
232,18038
233,33020
233,14680
233,18747
233,28006
234,13303
34030,5335
34030,4905
34030,20535
34030,30513
34030,28957
34030,2792
34030,27803
34030,26923
34030,21380
34030,7195
34030,17010
34030,36628
34030,6183
236,18135
236,31890
236,29903
236,28957
236,36209
236,23760
236,28601
238,36652
18395,73
18395,13857
18395,21322
18395,31102
18395,17580
18395,2495
18395,19222
18395,37193
18395,23664
18395,33128
18395,33643
18395,16119
18395,33546
240,34402
240,26661
240,13833
240,12903
240,29055
240,30101
